ddG
-8.99886004121965
-8.51234865871404
-8.16496673975689
-8.15302693973223
-7.99494663493788
-7.86992388539461
-7.83275445912814
-7.71874839244857
-7.66618042821282
-7.6648044089649
-7.6522739042434
-7.62343891721926
-7.57832124836454
-7.57736364621066
-7.54452186417817
-7.48037462455022
-7.45341881240026
-7.36884621380862
-7.35037596059769
-7.32154097357356
-7.32154097357356
-7.30909840873764
-7.29638824145205
-7.29638824145205
-7.29122663659052
-7.28601955444836
-7.28392380757138
-7.27011724977269
-7.24262392053247
-7.21378893350833
-7.20485677356259
-7.19273327152123
-7.17722056991094
-7.14822838113033
-7.1395810687299
-7.10721771301674
-7.08191109468163
-7.08191109468163
-7.08191109468163
-7.08191109468163
-7.04769575343606
-7.00299404164054
-7.00299404164054
-7.00299404164054
-6.99875746435868
-6.96372498789032
-6.95919623009769
-6.94539793797547
-6.94072597688677
-6.9360167886241
-6.9360167886241
-6.9360167886241
-6.91189098986263
-6.91189098986263
-6.88673825774112
-6.87111620281384
-6.87111620281384
-6.86581571885403
-6.86581571885403
-6.86046726606176
-6.86046726606176
-6.83857587449868
-6.82731839127099
-6.82160820192216
-6.82160820192216
-6.80413894979741
-6.80413894979741
-6.80413894979741
-6.79819920130799
-6.79819920130799
-6.77382461281436
-6.77382461281436
-6.77382461281436
-6.76757058620002
-6.76757058620002
-6.75486041891443
-6.75486041891443
-6.75486041891443
-6.75486041891443
-6.74318276127597
-6.72858942723506
-6.72386949342017
-6.7218350680033
-6.7218350680033
-6.70947921727509
-6.70669803567198
-6.69401816908623
-6.68757473760535
-6.67960282028985
-6.67226111097071
-6.67226111097071
-6.67226111097071
-6.64967237419397
-6.64194677398766
-6.6341188449784
-6.63175010433246
-6.60999304621693
-6.60172717720986
-6.58484031409542
-6.58484031409542
-6.57621242363752
-6.55856932241606
-6.55856932241606
-6.54954624638676
-6.54038327214401
-6.51200982360487
-6.5022410061517
-6.49230799922672
-6.48929524843737
-6.48220518911138
-6.47811520739023
-6.47192666916866
-6.46146621910292
-6.45081728235083
-6.45081728235083
-6.45081728235083
-6.45081728235083
-6.4465033945842
-6.43997294139793
-6.43997294139793
-6.42892589078775
-6.39802437044791
-6.38974195261339
-6.37036316732501
-6.34004883034196
-6.3322209013327
-6.3322209013327
-6.30672546117028
-6.30535263825334
-6.30535263825334
-6.30535263825334
-6.30535263825334
-6.29144611428391
-6.27720446130069
-6.27720446130069
-6.24764830274106
-6.24764830274106
-6.24002239048304
-6.23229679027674
-6.23229679027674
-6.23229679027674
-6.23229679027674
-6.23229679027674
-6.23229679027674
-6.21653585625118
-6.19041005558102
-6.18369407421869
-6.18369407421869
-6.16656243992659
-6.16656243992659
-6.16656243992659
-6.16656243992659
-6.16656243992659
-6.16482164338081
-6.16307570414943
-6.16307570414943
