,,,,,pIC50
CN1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,IC50,=,1500,nM,5.82390874094432
CC(=CCc1cc(ccc1O)CC2(C(=C(C(=O)O2)O)c3ccc(cc3)O)C(=O)OC)C,IC50,=,1500,nM,5.82390874094432
Cc1c2cnc(nc2n(c(=O)c1Cl)C3CCCC3)Nc4ccc(cc4)N5CCNCC5,IC50,=,1500,nM,5.82390874094432
CC(C)(C)Nc1c2ccccc2nc(n1)C(F)(F)F,IC50,=,1500,nM,5.82390874094432
COc1ccc\2c(c1)NC(=O)/C2=C\c3c4c(c[nH]3)C(=O)OCC4,IC50,=,1500,nM,5.82390874094432
Cc1cc2c(=O)c(c(oc2c(c1)N3C(=O)CCC3=O)c4ccc(c(c4)O)O)O,IC50,=,1500,nM,5.82390874094432
CN1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2oc(cc3=O)Sc4ccccc4Cl)O)O,IC50,=,1500,nM,5.82390874094432
CCNC(=O)N1CCC(CC1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)Cl,IC50,=,1517,nM,5.81901441921327
CCc1c(c2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cc4)N5CCNCC5)C,IC50,=,1538,nM,5.81304366453459
CN(C)S(=O)(=O)c1ccc(cc1)Nc2cn3cc(ccc3n2)C(=O)c4c(cccc4Cl)Cl,IC50,=,1540,nM,5.81247927916354
CC(=O)N1Cc2c(n[nH]c2NC(=O)c3ccc(cc3)C#N)C1,IC50,=,1590,nM,5.79860287567955
c1ccc(cc1)CC(=O)Nc2c[nH]nc2C(=O)Nc3ccc(cc3)F,IC50,=,1600,nM,5.79588001734408
CCCOc1cnc(cc1O)CN/C=C\2/c3cc(ccc3C(=O)NC2=O)I,IC50,=,1600,nM,5.79588001734408
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCCC4)OC,IC50,=,1600,nM,5.79588001734408
c1cc(cnc1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,1600,nM,5.79588001734408
CSc1c2c(nc(nc2O)CF)n(n1)c3c(cc(cc3Cl)Cl)Cl,IC50,=,1600,nM,5.79588001734408
Cc1cc2c(=O)c(c(oc2c(c1)N3CCCC3=O)c4ccc(c(c4)O)O)O,IC50,=,1600,nM,5.79588001734408
CCN(CC)c1cc(cc2c1oc(c(c2=O)O)c3ccc(c(c3)O)O)C,IC50,=,1600,nM,5.79588001734408
Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)CC(CO)O,IC50,=,1610,nM,5.79317412396815
c1cc(c(c(c1)Cl)C(=O)c2ccc3nc(cn3c2)Nc4ccc(cc4)C(=O)N)Cl,IC50,=,1630,nM,5.78781239559604
Cn1ccc2c1c3c(cc2)c4c(c5cccc(c5[nH]4)CCCN6CCN(CC6)C)c7c3C(=O)NC7=O,IC50,=,1670,nM,5.77728352885242
c1cc(c(c(c1)F)/C(=C\c2n[nH]nn2)/c3ccc4nc(c(n4c3)C(=O)c5c(cccc5F)F)N)F,IC50,=,1691,nM,5.77185639240226
Cc1cc(nc(n1)OC2CCCCC2)c3cnc(s3)Nc4cnc(cn4)CN5CCN(CC5)C,IC50,=,1700,nM,5.76955107862173
c1cc(sc1)CNc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,1700,nM,5.76955107862173
CSc1cccc(c1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,1700,nM,5.76955107862173
Cc1cc2c(=O)c(c(oc2c(c1)N3CCCS3(=O)=O)c4ccc(c(c4)C(F)(F)F)O)O,IC50,=,1700,nM,5.76955107862173
c1cc(c(c(c1)F)C(=O)c2ccc3nc(c(n3c2)C(=O)c4ccc(cc4)Cl)N)F,IC50,=,1711,nM,5.7667499904589
CN1CCN(CC1)c2cccc3c2nc([nH]3)c4c5ccc(cc5[nH]n4)c6ccc(c(c6)F)N,IC50,=,1730,nM,5.76195389687121
CC(=O)Nc1ncc(s1)SCCOC(C)(C)C,IC50,=,1740,nM,5.7594507517174
COc1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C#N,IC50,=,1750,nM,5.75696195131371
Cn1ccc2c1c3c(cc2)c4c(c5cccc(c5[nH]4)CCN6CCSCC6)c7c3C(=O)NC7=O,IC50,=,1800,nM,5.74472749489669
c1ccc(cc1)NC(=O)Nc2c[nH]nc2c3[nH]c4ccc(cc4n3)CN5CCOCC5,IC50,=,1800,nM,5.74472749489669
Cn1cc(c2c1nccc2O)c3ccnc(n3)N,IC50,=,1800,nM,5.74472749489669
c1cc(c2c(c1O)c(c[nH]2)c3ccnc(n3)N)Br,IC50,=,1800,nM,5.74472749489669
CCc1c2c(nc(nc2O)CCc3ccccc3)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,1800,nM,5.74472749489669
c1cc(cc(c1)Br)c2cc(n3c(n2)ccn3)NCc4ccncc4,IC50,=,1800,nM,5.74472749489669
CC(C)(C)Nc1c2cc(ccc2nc(n1)C(F)(F)F)c3ccccc3,IC50,=,1800,nM,5.74472749489669
COc1cccc(c1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,1800,nM,5.74472749489669
CCCN(CCC)c1ccc2c(c1)c(n[nH]2)NC(=O)Cc3ccccc3,IC50,=,1800,nM,5.74472749489669
CC(=O)Nc1ncc(s1)SCC(=O)CC(C)(C)C,IC50,=,1840,nM,5.73518217699046
Cn1cc(c2c1ccc(c2)Cl)C3=C(C(=O)NC3=O)c4coc5c4cc(cc5)F,IC50,=,1840,nM,5.73518217699046
Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4c[nH]c5c4ccc(c5)Br,IC50,=,1880,nM,5.72584215073632
CC1CCN(CC1)C(=O)N2CCC(CC2)Nc3ncc(c(n3)c4c[nH]c5c4cccc5)Cl,IC50,=,1895,nM,5.72239078569591
c1cc(ccc1Nc2cncc(n2)Cl)S(=O)(=O)N,IC50,=,1900,nM,5.72124639904717
CC(C)(C)c1ccc2c(c1)/C(=C/NCc3cc(c(cn3)c4ccoc4)O)/C(=O)NC2=O,IC50,=,1900,nM,5.72124639904717
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccccc4Oc5ccccc5,IC50,=,1900,nM,5.72124639904717
c1ccc(cc1)C(=O)c2ccc3nc(c(n3c2)C(=O)c4c(cccc4F)F)N,IC50,=,1927,nM,5.71511828534455
Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4c[nH]c5c4cccc5,IC50,=,1950,nM,5.70996538863748
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)NC(Cc4ccccc4)CO,IC50,=,2000,nM,5.69897000433602
COc1ccc(cc1)CNc2c3c(nc(n2)N(CCO)CCO)n(cn3)Cc4cccc(c4)N(=O)=O,IC50,=,2000,nM,5.69897000433602
CC(C)n1cnc2c1nc(nc2N(C)C3CC3)N(CCO)CCO,IC50,=,2000,nM,5.69897000433602
COc1ccc(cc1)CNc2c3c(nc(n2)N(CCO)CCO)n(cn3)C4CCCC4,IC50,=,2000,nM,5.69897000433602
CCC(C)Cn1cnc2c1nc(nc2NCc3ccc(cc3)OC)N(CCO)CCO,IC50,=,2000,nM,5.69897000433602
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)NCCc4c[nH]c5c4cccc5,IC50,=,2000,nM,5.69897000433602
CC(C)Cn1cnc2c1nc(nc2NCc3ccc(cc3)OC)N(CCO)CCO,IC50,=,2000,nM,5.69897000433602
CCCCc1ccc(cc1)CNc2c3c(nc(n2)N(CCO)CCO)n(cn3)C(C)C,IC50,=,2000,nM,5.69897000433602
CC(C)n1cnc2c1nc(nc2Nc3ccccc3)N(CCO)CCO,IC50,=,2000,nM,5.69897000433602
CC(C)n1cnc2c1nc(nc2Nc3cc4ccccc4nc3)N(CCO)CCO,IC50,=,2000,nM,5.69897000433602
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)Br)N(CCO)CCO,IC50,=,2000,nM,5.69897000433602
COc1ccc(cc1)CNc2c3c(nc(n2)N(CCO)CCO)n(cn3)Cc4ccc(cc4)N(=O)=O,IC50,=,2000,nM,5.69897000433602
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)N4CCC(CC4)O,IC50,=,2000,nM,5.69897000433602
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)NCC(CO)O,IC50,=,2000,nM,5.69897000433602
c1ccc(cc1)CC(=O)Nc2ncc(s2)c3ccccc3,IC50,=,2000,nM,5.69897000433602
CO[C@@H](c1ccccc1)C(=O)Nc2cc([nH]n2)C3CC3,IC50,=,2000,nM,5.69897000433602
CN(C)CC(COc1ccc(cc1)Nc2nccc(n2)N(CC#C)c3cc(ccc3Cl)Cl)O,IC50,=,2000,nM,5.69897000433602
Cc1ccc(c(c1)Nc2ccnc(n2)Nc3ccc(cc3)OCC(CN(C)C)O)F,IC50,=,2000,nM,5.69897000433602
c1ccc(cc1)CC(=O)Nc2c3cc(ccc3[nH]n2)N(=O)=O,IC50,=,2000,nM,5.69897000433602
c1ccc(cc1)CC(=O)Nc2c3cc(ccc3[nH]n2)N4C(=O)CNC4=O,IC50,=,2000,nM,5.69897000433602
Cn1ccc2c1c3c(cc2)c4c(c5cccc(c5[nH]4)CCN6CCNCC6)c7c3C(=O)NC7=O,IC50,=,2030,nM,5.69250396208679
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N(CCOC)CCOC,IC50,=,2050,nM,5.68824613894425
CC(C)(C)Nc1c2cc(ccc2nc(n1)C(F)(F)F)C(F)(F)F,IC50,=,2050,nM,5.68824613894425
COc1ccnc2c1c(c[nH]2)c3ccnc(n3)SC,IC50,=,2100,nM,5.67778070526608
CN1CCC(C(C1)O)c2c(cc(c3c2oc(cc3=O)Sc4ccccc4Cl)O)O,IC50,=,2100,nM,5.67778070526608
CC(C)(C)C(=O)Nc1cccc-2c1C(=O)c3c2n[nH]c3c4ccc(cc4)OC,IC50,=,2100,nM,5.67778070526608
COc1ccc(cc1)n2c-3c(c(n2)C(=O)NN)CCc4c3c[nH]n4,IC50,=,2100,nM,5.67778070526608
COc1ccc(cc1)n2c-3c(c(n2)C(=O)O)CCc4c3c[nH]n4,IC50,=,2100,nM,5.67778070526608
CN(C)C(=O)N1CCn2cc(c3c2c(ccc3)C1)C4=C(C(=O)NC4=O)c5cnc6n5cccc6,IC50,=,2100,nM,5.67778070526608
CC(C)c1cnn2c1nc(cc2Nc3ccc(cc3)S(=O)(=O)N(C)C)NC4CCCC(C4)N,IC50,=,2100,nM,5.67778070526608
CN1CCC(C(C1)O)c2c(cc(c3c2oc(cc3=O)Oc4ccccc4Cl)O)O,IC50,=,2110,nM,5.67571754470231
CC(=O)N1Cc2c(n[nH]c2NC(=O)c3cccc(c3)F)C1,IC50,=,2110,nM,5.67571754470231
CN1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2oc(cc3=O)Oc4ccccc4Cl)O)O,IC50,=,2110,nM,5.67571754470231
c1cc(cc2c1cc3c4c2c5c(cc4C(=O)N3)OCO5)O,IC50,=,2150,nM,5.6675615400844
c1ccc(c(c1)C(=O)c2ccc3nc(c(n3c2)C(=O)c4c(cccc4F)F)N)OC(F)(F)F,IC50,=,2171,nM,5.66334017654558
c1ccc2c(c1)c(c([nH]2)O)C3=Nc4ccccc4C3=O,IC50,=,2200,nM,5.65757731917779
c1ccc(cc1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,2200,nM,5.65757731917779
COc1ccc2c(c1)[nH]c3c2c4c(c5c3[nH]c6c5cccc6)C(=O)NC4=O,IC50,=,2287,nM,5.64073383539325
c1cc2c(cc1I)/C(=C/NCc3cc(c(cn3)c4ccoc4)O)/C(=O)NC2=O,IC50,=,2300,nM,5.63827216398241
c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3,IC50,=,2300,nM,5.63827216398241
CC(C)(CO)Nc1c2ccccc2nc(n1)C(F)(F)F,IC50,=,2300,nM,5.63827216398241
c1cc(cc(c1)Cl)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,2300,nM,5.63827216398241
CN(C)c1[nH]c2c(n1)c(c(c(c2Br)Br)Br)Br,IC50,=,2380,nM,5.62342304294349
CCCCOc1c(c[nH]c-2nncc12)C(=O)c3cccnc3,IC50,=,2400,nM,5.61978875828839
CC(C)n1cnc2c1nc(nc2N)NCCCO,IC50,=,2400,nM,5.61978875828839
c1cc2c(c(c1)N(=O)=O)c(c([nH]2)O)N=Nc3ccc(cc3)S(=O)(=O)N,IC50,=,2400,nM,5.61978875828839
c1cc2c(c(c1)N(=O)=O)/C(=N/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,IC50,=,2400,nM,5.61978875828839
c1ccc2c(c1)c3cn2CCOCCOCCOCCn4cc(c5c4nccc5)C6=C3C(=O)NC6=O,IC50,=,2439,nM,5.61278819968627
CCNC(=O)N1CCC(C1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)Cl,IC50,=,2483,nM,5.60502328044544
Cn1cnc2c1nc(nc2NCc3ccc(cc3)OC)NCCO,IC50,=,2500,nM,5.60205999132796
C[C@H](c1ccc(cc1)N2CCCC2=O)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,2500,nM,5.60205999132796
C[C@H](c1ccc(cc1)N2CCOC2=O)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,2500,nM,5.60205999132796
c1cc(=O)n(c2c1cnc(n2)Nc3ccc(cn3)N4CCNCC4)C5CCCC5,IC50,=,2500,nM,5.60205999132796
CCc1c2c(n(n1)c3c(cc(cc3Cl)Cl)Cl)N=C(NC2OC)C,IC50,=,2500,nM,5.60205999132796
c1ccc2c(c1)c(c([nH]2)O)/C=N/c3ccc4c(c3)nc([nH]4)O,IC50,=,2500,nM,5.60205999132796
c1ccc(c(c1)N=Nc2c([nH]nc2N)N)O,IC50,=,2500,nM,5.60205999132796
CCCC(=O)Nc1c2cc(c(cc2[nH]n1)Cl)c3ccccc3,IC50,=,2500,nM,5.60205999132796
c1cc(c(c(c1)F)C(=O)c2ccc3nc(c(n3c2)C(=O)c4ccncc4)N)F,IC50,=,2538,nM,5.59550838224132
CC(=O)N1Cc2c(n[nH]c2NC(=O)c3ccc(cc3)F)C1,IC50,=,2540,nM,5.59516628338006
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCC(C4)N)OC,IC50,=,2550,nM,5.59345981956605
c1ccc(cc1)C(=O)C(=O)Nc2cc([nH]n2)C3CC3,IC50,=,2600,nM,5.58502665202918
c1cc2c(cc1I)/C(=C/NCc3ccn(c(=O)c3)c4ccoc4)/C(=O)NC2=O,IC50,=,2600,nM,5.58502665202918
CC(C)(C)c1ccc2c(c1)/C(=C/NCc3cc(c(cn3)c4ccccc4)O)/C(=O)NC2=O,IC50,=,2600,nM,5.58502665202918
CCCOc1ccc(cc1O)CN/C=C\2/c3cc(ccc3C(=O)NC2=O)I,IC50,=,2600,nM,5.58502665202918
Cc1ccc(c(c1)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OC[C@H](CN(C)C)O)Cl,IC50,=,2600,nM,5.58502665202918
CC(C)(C)Nc1c2cc(ccc2nc(n1)C(F)(F)F)c3ccc(cc3)Cl,IC50,=,2600,nM,5.58502665202918
Cc1cc2c(=O)c(c(oc2c(c1)N3CCCCC3)c4ccc(c(c4)O)O)O,IC50,=,2600,nM,5.58502665202918
CNCC(=O)N1CCC(CC1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)Cl,IC50,=,2672,nM,5.57316354619649
CCCCOc1c(c[nH]c-2nncc12)C(=O)C3CC3,IC50,=,2700,nM,5.56863623584101
c1cc2c(cc1Br)/C(=C/NCc3cc[nH]c(=O)c3)/C(=O)NC2=O,IC50,=,2700,nM,5.56863623584101
CSc1c2c(ncnc2O)n(n1)c3c(cc(cc3Cl)Cl)Cl,IC50,=,2700,nM,5.56863623584101
c1ccc(c(c1)C(=O)N)Nc2ccnc(n2)Nc3cccc(c3)O,IC50,=,2700,nM,5.56863623584101
c1cc(cc(c1)Nc2cn3cc(ccc3n2)C(=O)c4c(cccc4Cl)Cl)C(=O)N,IC50,=,2720,nM,5.5654310959658
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccccc4C(=O)N,IC50,=,2746,nM,5.56129946709926
CC(=O)N1Cc2c(n[nH]c2NC(=O)c3ccc4c(c3)OCO4)C1,IC50,=,2760,nM,5.55909091793478
c1cc2c(cn(c2nc1)CCCO)C3=C(C(=O)NC3=O)c4c(cc(cn4)C(F)(F)F)Cl,IC50,=,2800,nM,5.55284196865778
c1ccn2c(c1)ncc2C3=C(C(=O)NC3=O)c4cn5c6c4cc(cc6CN(CC5)C(=O)N7CCCCC7)F,IC50,=,2800,nM,5.55284196865778
c1[nH]c2c(n1)nc(nc2OCC3CCCCC3)NCCO,IC50,=,2800,nM,5.55284196865778
CCNc1nc2c(c(n1)OCC3CCCCC3)[nH]cn2,IC50,=,2800,nM,5.55284196865778
CC(=O)Nc1ncc(s1)SCC(CC(C)(C)C)O,IC50,=,2810,nM,5.55129368009492
Cc1c2cnc(nc2n(c(=O)c1C(=O)OC)C3CCCC3)Nc4ccc(cc4)N5CCNCC5,IC50,=,2819,nM,5.5499049241284
CCCCNS(=O)(=O)n1c-2c(c(n1)C(=O)NOCC=C)CCc3c2c[nH]n3,IC50,=,2850,nM,5.54515513999149
Cn1ccc2c1c3c(cc2)c4c(c5c([nH]4)cccc5Br)c6c3C(=O)NC6=O,IC50,=,2860,nM,5.54363396687096
CS(=O)(=O)c1cccc(c1)Nc2cn3cc(ccc3n2)C(=O)c4c(cccc4Cl)Cl,IC50,=,2860,nM,5.54363396687096
COc1ccc2c(c1)/C(=C/NCc3ccc(c(c3)O)OC)/C(=O)NC2=O,IC50,=,2900,nM,5.53760200210104
c1cc(ccc1Nc2nc(cc(n2)OCC3CCCCC3)N)S(=O)(=O)N,IC50,=,2900,nM,5.53760200210104
Cc1c(n2ccccc2n1)c3ccnc(n3)NC(=O)C,IC50,=,2900,nM,5.53760200210104
c1cc(ccc1c2ccc(o2)/C=C\3/C(=O)NC(=N)S3)S(=O)(=O)N4CCNCC4,IC50,=,2900,nM,5.53760200210104
COc1c(ccc2c1cc3c4c2c5c(cc4C(=O)N3)OCO5)O,IC50,=,2900,nM,5.53760200210104
COc1ccc2c(c1)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)N(=O)=O)/N2,IC50,=,2950,nM,5.53017798402184
CN1CCC(CC1)c2c(cc(c3c2O/C(=C\c4ccc(cc4)N5CCN(CC5)C)/C3=O)O)O,IC50,=,2980,nM,5.52578373592375
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)c4ccccc4)NC(C)O,IC50,=,3000,nM,5.52287874528034
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)N(C)CC(c4ccc(c(c4)O)O)O,IC50,=,3000,nM,5.52287874528034
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)Cc3ccccc3,IC50,=,3000,nM,5.52287874528034
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)Cc3ccc(cc3)CNC(CO)CO,IC50,=,3000,nM,5.52287874528034
c1ccc(cc1)NC(=O)c2c3ccccc3[nH]n2,IC50,=,3000,nM,5.52287874528034
CC(C)C[C@@H](C(=O)N[C@@H]1CCCC[C@H]1c2cccc(c2)Cl)NC(=O)[C@@H]3CCCN3C(=O)c4ccc(cc4)CN=C(N)N,IC50,=,3000,nM,5.52287874528034
Cc1ccc(c(c1)Br)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OCC(CN(C)C)O,IC50,=,3000,nM,5.52287874528034
CN(C)CC(COc1ccc(cc1)Nc2nccc(n2)N(CCC#N)c3cc(ccc3Cl)Cl)O,IC50,=,3000,nM,5.52287874528034
Cc1cc2c(=O)c(c(oc2c(c1)N3CCCC3)c4ccc(c(c4)O)O)O,IC50,=,3000,nM,5.52287874528034
COc1ccc(cc1O)CN/C=C\2/c3cc(ccc3C(=O)NC2=O)n4cccc4,IC50,=,3100,nM,5.50863830616573
COc1ccc(cc1O)CN/C=C\2/c3c(cccc3Br)C(=O)NC2=O,IC50,=,3100,nM,5.50863830616573
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCCCC4)OC,IC50,=,3100,nM,5.50863830616573
CC1=C(C(NC(=N1)N2C(=O)/C(=C/c3cccs3)/C(=N2)C)c4ccc(cc4O)O)C(=O)Nc5cccc(c5)N(=O)=O,IC50,=,3100,nM,5.50863830616573
CC(C)CN(C)C(=O)c1ccc2cc([nH]c2c1)c3c(c[nH]n3)c4ccccc4,IC50,=,3160,nM,5.5003129173816
CCCC(=O)Nc1c2cc(c(c(c2[nH]n1)F)Cl)c3ccccc3,IC50,=,3160,nM,5.5003129173816
c1ccc(c(c1)NC(=O)c2ccc(cc2)Nc3c(cnc(n3)Nc4ccc(cc4)O)F)Cl,IC50,=,3200,nM,5.49485002168009
c1ccc(cc1)c2c(cnc3c2c4cc(ccc4o3)O)Br,IC50,=,3200,nM,5.49485002168009
C[C@H](c1ccccc1)Nc2c3ccccc3nc(n2)C(F)(F)F,IC50,=,3200,nM,5.49485002168009
CC(C)(C)c1[nH]c2c3cc[nH]c(=O)c3c4cc(ccc4c2n1)F,IC50,=,3300,nM,5.48148606012211
CC(C)(C)Nc1c2cc(ccc2nc(n1)C(F)(F)F)c3cccc(c3)OC,IC50,=,3300,nM,5.48148606012211
CC(C)OC(=O)N1CCn2cc(c3c2c(ccc3)C1)C4=C(C(=O)NC4=O)c5cnc6n5cccc6,IC50,=,3400,nM,5.46852108295775
c1cc(ccc1N=Nc2c([nH]nc2N)N)O,IC50,=,3500,nM,5.45593195564972
c1cc(cnc1)c2ccc(cc2O)CN/C=C\3/c4cc(ccc4C(=O)NC3=O)I,IC50,=,3600,nM,5.44369749923271
c1ccc2c(c1)cc3n2c4c(c(=O)n(c4=O)CCCSC(=N)N)n5ccc6c5c3ccc6,IC50,=,3600,nM,5.44369749923271
c1ccc(cc1)C(=O)c2c[nH]c-3nncc3c2OCCO,IC50,=,3700,nM,5.43179827593301
COCc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,=,3800,nM,5.42021640338319
CC1=C(C(NC(=N1)N/N=C/c2ccco2)c3ccc(cc3O)O)C(=O)Nc4cccc(c4)N(=O)=O,IC50,=,3800,nM,5.42021640338319
Cn1cc(c2c1c(ccc2)COC)C3=C(C(=O)NC3=O)c4coc5c4cccc5,IC50,=,3880,nM,5.41116827440579
Cn1c-2c(c(n1)C(=O)NC3CCCC3)CCc4c2nc(nc4)Nc5ccccc5,IC50,=,3900,nM,5.4089353929735
CCSc1cc(=O)c2c(cc(c(c2o1)C3CCN(CC3O)C)O)O,IC50,=,3930,nM,5.40560744962457
CN1CCC(CC1)c2c(cc(c3c2O/C(=C\c4ccccc4Cl)/C3=O)O)O,IC50,=,3970,nM,5.40120949323689
Cn1cnc2c1nc(nc2NCc3ccc(cc3)OC)Cl,IC50,=,4000,nM,5.39794000867204
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)N4CCCCC4CO,IC50,=,4000,nM,5.39794000867204
Cc1c(n2ccccc2n1)c3ccnc(n3)N,IC50,=,4000,nM,5.39794000867204
CC(C)C[C@@H](C(=O)NCCc1cccc(c1)Cl)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CCCCN=C(N)N,IC50,=,4000,nM,5.39794000867204
CN(C)CC(COc1ccc(cc1)Nc2nccc(n2)Nc3ccccc3C#N)O,IC50,=,4000,nM,5.39794000867204
c1ccc2c(c1)c(=O)c(c(o2)c3ccc(c(c3)O)O)O,IC50,=,4000,nM,5.39794000867204
Cc1cc2c(=O)c(c(oc2c(c1)N3C(=O)CNC3=O)c4ccc(c(c4)O)O)O,IC50,=,4000,nM,5.39794000867204
Cc1cc2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,IC50,=,4050,nM,5.39254497678533
CCCCCc1cnc(s1)NC(=O)Cc2ccccc2,IC50,=,4120,nM,5.38510278396687
COc1ccc2c(c1)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)F)/N2,IC50,=,4120,nM,5.38510278396687
CCNC(=O)N1CCC(CC1)Nc2nccc(n2)c3cnc4n3cccc4,IC50,=,4219,nM,5.37479047461812
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NS(=O)(=O)c3ccccc3,IC50,=,4280,nM,5.36855623098683
c1ccc2c(c1)c3c4c(c5c6cc(ccc6[nH]c5c3[nH]2)Br)C(=O)NC4=O,IC50,=,4300,nM,5.36653154442041
c1ccc2c(c1)CC3N2C4=C(C(=O)N(C4=O)CCCSC(=N)N)n5ccc6c5c3ccc6,IC50,=,4300,nM,5.36653154442041
c1cc(ccc1NNc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3)S(=O)(=O)N,IC50,=,4300,nM,5.36653154442041
CN(C)C(=O)N1CCC(CC1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)Cl,IC50,=,4358,nM,5.36071277408976
CCCCSc1c(c[nH]c-2nncc12)C(=O)c3ccccc3,IC50,=,4400,nM,5.35654732351381
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCOCC4)OC,IC50,=,4400,nM,5.35654732351381
Cc1cc2c(=O)c(c(oc2c(c1)N3C(=O)CCCC3=O)c4ccc(c(c4)O)O)O,IC50,=,4400,nM,5.35654732351381
CCNC(=O)N1CCC(CC1)Nc2ncc(c(n2)n3ccc4c3cccc4)Cl,IC50,=,4443,nM,5.35232368675913
COc1ccc(cc1)n2c-3c(c(n2)C(=O)NOCC=C)CCc4c3c[nH]n4,IC50,=,4500,nM,5.34678748622466
CC(C)n1cnc2c1ncnc2NCc3ccccc3,IC50,=,4500,nM,5.34678748622466
c1cc(ccc1Nc2ncc3ccc(=O)n(c3n2)C4CCCC4)N5CCC(CC5)CCCO,IC50,=,4550,nM,5.34198860334289
CC(=O)c1cnc(s1)NC(=O)Cc2ccccc2,IC50,=,4600,nM,5.33724216831843
c1cc(ccc1C[C@@H](CCc2nc(no2)c3ccc4cnccc4c3)N)C(F)(F)F,IC50,=,4630,nM,5.33441900898205
COc1ccc(cc1)c2c3c(n[nH]2)-c4cnccc4C3=O,IC50,=,4700,nM,5.32790214206428
c1cc(c(cc1CN/C=C\2/c3cc(ccc3C(=O)NC2=O)I)O)c4ccoc4,IC50,=,4700,nM,5.32790214206428
CN(C)c1cnc(s1)NC(=O)Cc2ccccc2,IC50,=,4810,nM,5.31785492362617
CC(C)(C)OC(=O)Cn1cnc2c1nc(nc2NCc3ccc(cc3)c4ccccc4)N(CCO)CCO,IC50,=,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)c4ccccc4)N(CCOC)CCOC,IC50,=,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2NCc3ccc(cc3)OC)N4CCCC4,IC50,=,5000,nM,5.30102999566398
COc1ccc(cc1)CNc2c3c(nc(n2)N(CCO)CCO)n(cn3)Cc4ccc5ccccc5c4,IC50,=,5000,nM,5.30102999566398
CC(C)n1cnc2c1nc(nc2Nc3ccc(cc3)Br)Nc4ccc(cc4)Br,IC50,=,5000,nM,5.30102999566398
